时间,合约代码,合约名称,买/卖,开/平,成交量,成交价,费用
2024-02-29 15:00:00, 601857.XSHG, 中国石油, 买, 开, 500, 8.84, 5.0
2024-03-01 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 400, 8.78, 6.756
2024-03-05 15:00:00, 601658.XSHG, 邮储银行, 卖, 平, 1700, 4.85, 10.7185
2024-03-05 15:00:00, 600036.XSHG, 招商银行, 卖, 平, 200, 32.18, 8.3668
2024-03-08 15:00:00, 300999.XSHE, 金龙鱼, 卖, 平, 300, 31.2, 12.168
2024-03-11 15:00:00, 002415.XSHE, 海康威视, 卖, 平, 200, 34.2, 8.892
2024-03-11 15:00:00, 600690.XSHG, 海尔智家, 买, 开, 300, 24.55, 5.892
2024-03-11 15:00:00, 000651.XSHE, 格力电器, 买, 开, 200, 40.47, 6.4752
2024-03-11 15:00:00, 000338.XSHE, 潍柴动力, 买, 开, 500, 16.33, 6.532
2024-03-12 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1700, 5.2, 7.072
2024-03-14 15:00:00, 601939.XSHG, 建设银行, 买, 开, 400, 6.86, 5.0
2024-03-15 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 1000, 8.85, 11.505
2024-03-15 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 200, 6.83, 5.683
2024-03-15 15:00:00, 600900.XSHG, 长江电力, 买, 开, 300, 24.71, 5.9304
2024-03-18 15:00:00, 000651.XSHE, 格力电器, 卖, 平, 200, 38.3, 9.958
2024-03-18 15:00:00, 601288.XSHG, 农业银行, 买, 开, 2100, 4.13, 6.9384
2024-03-18 15:00:00, 601088.XSHG, 中国神华, 买, 开, 200, 36.76, 5.8816
2024-03-19 15:00:00, 000333.XSHE, 美的集团, 卖, 平, 100, 62.6, 8.138
2024-03-21 15:00:00, 600690.XSHG, 海尔智家, 卖, 平, 300, 23.29, 9.0831
2024-03-22 15:00:00, 601318.XSHG, 中国平安, 买, 开, 100, 40.56, 5.0
2024-03-26 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1700, 5.33, 11.7793
2024-03-26 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 2100, 4.23, 11.5479
2024-03-26 15:00:00, 601857.XSHG, 中国石油, 买, 开, 1000, 9.21, 7.368
2024-03-27 15:00:00, 601166.XSHG, 兴业银行, 卖, 平, 500, 16.59, 10.7835
2024-03-27 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1200, 6.95, 10.842
2024-03-27 15:00:00, 003816.XSHE, 中国广核, 卖, 平, 2100, 3.93, 10.7289
2024-03-27 15:00:00, 601088.XSHG, 中国神华, 卖, 平, 200, 38.84, 10.0984
2024-03-27 15:00:00, 600028.XSHG, 中国石化, 买, 开, 1300, 6.22, 6.4688
2024-03-27 15:00:00, 601728.XSHG, 中国电信, 买, 开, 1400, 5.94, 6.6528
2024-03-27 15:00:00, 601138.XSHG, 工业富联, 买, 开, 300, 22.41, 5.3784
2024-03-28 15:00:00, 600028.XSHG, 中国石化, 买, 开, 200, 6.22, 5.0
2024-03-28 15:00:00, 601225.XSHG, 陕西煤业, 买, 开, 300, 25.0, 6.0
2024-03-29 15:00:00, 601138.XSHG, 工业富联, 卖, 平, 300, 22.77, 8.8803
2024-03-29 15:00:00, 002415.XSHE, 海康威视, 买, 开, 200, 32.16, 5.1456
2024-04-01 15:00:00, 601088.XSHG, 中国神华, 买, 开, 200, 38.38, 6.1408
2024-04-02 15:00:00, 600941.XSHG, 中国移动, 买, 开, 100, 104.44, 8.3552
2024-04-03 15:00:00, 600941.XSHG, 中国移动, 卖, 平, 100, 104.55, 13.5915
2024-04-03 15:00:00, 600941.XSHG, 中国移动, 买, 开, 100, 104.55, 8.364
2024-04-08 15:00:00, 600941.XSHG, 中国移动, 卖, 平, 100, 105.61, 13.7293
2024-04-10 15:00:00, 600941.XSHG, 中国移动, 买, 开, 100, 104.68, 8.3744
2024-04-12 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 100, 37.78, 6.889
2024-04-15 15:00:00, 600276.XSHG, 恒瑞医药, 买, 开, 100, 44.56, 5.0
2024-04-19 15:00:00, 600276.XSHG, 恒瑞医药, 卖, 平, 100, 41.68, 7.084
2024-04-23 15:00:00, 601225.XSHG, 陕西煤业, 卖, 平, 300, 25.45, 9.9255
2024-04-23 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1200, 5.5, 5.28
2024-04-24 15:00:00, 000338.XSHE, 潍柴动力, 卖, 平, 500, 17.79, 11.5635
2024-04-24 15:00:00, 600941.XSHG, 中国移动, 卖, 平, 100, 104.85, 13.6305
2024-04-24 15:00:00, 601398.XSHG, 工商银行, 买, 开, 300, 5.47, 5.0
2024-04-24 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 100, 10.43, 5.5215
2024-04-25 15:00:00, 601088.XSHG, 中国神华, 卖, 平, 200, 39.96, 10.3896
2024-04-25 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1100, 7.24, 6.3712
2024-04-25 15:00:00, 601988.XSHG, 中国银行, 买, 开, 1700, 4.65, 6.324
2024-04-26 15:00:00, 601398.XSHG, 工商银行, 买, 开, 100, 5.4, 5.0
2024-04-29 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1600, 5.38, 11.1904
2024-04-29 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 1700, 4.57, 10.0997
2024-04-29 15:00:00, 601328.XSHG, 交通银行, 买, 开, 1200, 6.8, 6.528
2024-04-29 15:00:00, 601658.XSHG, 邮储银行, 买, 开, 1700, 4.74, 6.4464
2024-04-30 15:00:00, 600900.XSHG, 长江电力, 卖, 平, 300, 25.79, 10.0581
2024-04-30 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1100, 7.12, 10.1816
2024-04-30 15:00:00, 601658.XSHG, 邮储银行, 卖, 平, 1700, 4.8, 10.608
2024-04-30 15:00:00, 600030.XSHG, 中信证券, 买, 开, 400, 19.01, 6.0832
2024-05-06 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1500, 5.37, 6.444
2024-05-06 15:00:00, 601988.XSHG, 中国银行, 买, 开, 1800, 4.48, 6.4512
2024-05-06 15:00:00, 600900.XSHG, 长江电力, 买, 开, 300, 25.47, 6.1128
2024-05-07 15:00:00, 600900.XSHG, 长江电力, 卖, 平, 300, 25.35, 9.8865
2024-05-07 15:00:00, 600938.XSHG, 中国海油, 买, 开, 200, 29.25, 5.0
2024-05-08 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1500, 5.41, 10.5495
2024-05-08 15:00:00, 600938.XSHG, 中国海油, 买, 开, 100, 29.06, 5.0
2024-05-09 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1500, 5.38, 6.456
2024-05-20 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1500, 5.46, 10.647
2024-05-20 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1500, 5.46, 6.552
2024-05-20 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1100, 7.11, 6.2568
2024-05-21 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1500, 5.5, 10.725
2024-05-23 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 1500, 6.37, 12.4215
2024-05-23 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 1800, 4.52, 10.5768
2024-05-23 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1100, 7.11, 10.1673
2024-05-23 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1500, 5.49, 6.588
2024-05-23 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1200, 7.11, 6.8256
2024-05-23 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 200, 32.74, 5.2384
2024-05-28 15:00:00, 600938.XSHG, 中国海油, 卖, 平, 300, 29.45, 11.4855
2024-05-28 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1200, 7.11, 11.0916
2024-05-28 15:00:00, 601988.XSHG, 中国银行, 买, 开, 2100, 4.48, 7.5264
2024-05-28 15:00:00, 600036.XSHG, 招商银行, 买, 开, 200, 34.83, 5.5728
2024-05-29 15:00:00, 601728.XSHG, 中国电信, 卖, 平, 1400, 5.91, 10.7562
2024-05-29 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 200, 31.45, 8.177
2024-05-29 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 100, 4.45, 5.2225
2024-05-30 15:00:00, 601728.XSHG, 中国电信, 买, 开, 1500, 5.93, 7.116
2024-05-31 15:00:00, 601138.XSHG, 工业富联, 买, 开, 300, 22.91, 5.4984
2024-06-03 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1500, 5.44, 10.608
2024-06-03 15:00:00, 601728.XSHG, 中国电信, 卖, 平, 1500, 5.95, 11.6025
2024-06-03 15:00:00, 600030.XSHG, 中信证券, 买, 开, 100, 18.43, 5.0
2024-06-03 15:00:00, 601668.XSHG, 中国建筑, 买, 开, 1600, 5.59, 7.1552
2024-06-03 15:00:00, 601818.XSHG, 光大银行, 买, 开, 2900, 3.21, 7.4472
2024-06-04 15:00:00, 601668.XSHG, 中国建筑, 卖, 平, 1600, 5.67, 11.7936
2024-06-04 15:00:00, 601818.XSHG, 光大银行, 卖, 平, 2900, 3.23, 12.1771
2024-06-04 15:00:00, 600938.XSHG, 中国海油, 买, 开, 200, 29.97, 5.0
2024-06-04 15:00:00, 601088.XSHG, 中国神华, 买, 开, 200, 42.34, 6.7744
2024-06-05 15:00:00, 601857.XSHG, 中国石油, 买, 开, 300, 9.77, 5.0
2024-06-06 15:00:00, 601138.XSHG, 工业富联, 卖, 平, 300, 26.07, 10.1673
2024-06-11 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 300, 9.82, 6.473
2024-06-13 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1300, 7.15, 7.436
2024-06-13 15:00:00, 600036.XSHG, 招商银行, 卖, 平, 200, 32.82, 8.5332
2024-06-14 15:00:00, 600900.XSHG, 长江电力, 买, 开, 300, 27.9, 6.696
2024-06-17 15:00:00, 002415.XSHE, 海康威视, 卖, 平, 200, 32.2, 8.372
2024-06-17 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 2000, 4.43, 11.518
2024-06-17 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1400, 5.43, 6.0816
2024-06-17 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 100, 7.07, 5.3535
2024-06-18 15:00:00, 600030.XSHG, 中信证券, 卖, 平, 500, 18.71, 12.1615
2024-06-18 15:00:00, 601398.XSHG, 工商银行, 买, 开, 200, 5.45, 5.0
2024-06-19 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 200, 31.3, 5.008
2024-06-20 15:00:00, 601138.XSHG, 工业富联, 买, 开, 300, 28.61, 6.8664
2024-06-21 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 900, 9.97, 11.6649
2024-06-21 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 100, 31.41, 5.0
2024-06-25 15:00:00, 601138.XSHG, 工业富联, 卖, 平, 300, 26.44, 10.3116
2024-06-26 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 100, 5.63, 5.2815
2024-06-26 15:00:00, 601857.XSHG, 中国石油, 买, 开, 800, 9.7, 6.208
2024-06-27 15:00:00, 601088.XSHG, 中国神华, 卖, 平, 200, 43.5, 11.31
2024-06-28 15:00:00, 601318.XSHG, 中国平安, 买, 开, 200, 41.36, 6.6176
2024-07-02 15:00:00, 000333.XSHE, 美的集团, 买, 开, 100, 63.0, 5.04
2024-07-03 15:00:00, 601398.XSHG, 工商银行, 买, 开, 400, 5.89, 5.0
2024-07-05 15:00:00, 000333.XSHE, 美的集团, 卖, 平, 100, 64.0, 8.32
2024-07-05 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 500, 5.83, 6.4575
2024-07-08 15:00:00, 601398.XSHG, 工商银行, 买, 开, 100, 5.89, 5.0
2024-07-09 15:00:00, 601658.XSHG, 邮储银行, 买, 开, 1700, 5.07, 6.8952
2024-07-12 15:00:00, 601857.XSHG, 中国石油, 买, 开, 200, 10.33, 5.0
2024-07-18 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 1000, 10.2, 13.26
2024-07-18 15:00:00, 601398.XSHG, 工商银行, 买, 开, 100, 5.91, 5.0
2024-07-18 15:00:00, 601857.XSHG, 中国石油, 买, 开, 900, 10.2, 7.344
2024-07-22 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 900, 9.63, 11.2671
2024-07-23 15:00:00, 601857.XSHG, 中国石油, 买, 开, 900, 9.51, 6.8472
2024-07-25 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 300, 30.73, 11.9847
2024-07-25 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 300, 30.73, 7.3752
2024-07-26 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 300, 30.59, 11.9301
2024-07-26 15:00:00, 600036.XSHG, 招商银行, 买, 开, 200, 32.37, 5.1792
2024-07-30 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 900, 8.78, 10.2726
2024-07-31 15:00:00, 601398.XSHG, 工商银行, 买, 开, 100, 5.85, 5.0
2024-08-01 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1200, 7.48, 11.6688
2024-08-01 15:00:00, 600900.XSHG, 长江电力, 卖, 平, 300, 30.12, 11.7468
2024-08-01 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1700, 5.88, 12.9948
2024-08-01 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1600, 5.88, 7.5264
2024-08-01 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1200, 7.48, 7.1808
2024-08-01 15:00:00, 601988.XSHG, 中国银行, 买, 开, 2000, 4.69, 7.504
2024-08-01 15:00:00, 601088.XSHG, 中国神华, 买, 开, 200, 39.41, 6.3056
2024-08-02 15:00:00, 601668.XSHG, 中国建筑, 买, 开, 2200, 5.53, 9.7328
2024-08-05 15:00:00, 601328.XSHG, 交通银行, 卖, 平, 1200, 7.37, 11.4972
2024-08-05 15:00:00, 600938.XSHG, 中国海油, 卖, 平, 200, 26.87, 7.687
2024-08-06 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 300, 5.8, 5.87
2024-08-07 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 200, 40.7, 10.582
2024-08-07 15:00:00, 601668.XSHG, 中国建筑, 卖, 平, 2200, 5.41, 15.4726
2024-08-07 15:00:00, 601398.XSHG, 工商银行, 买, 开, 200, 5.82, 5.0
2024-08-07 15:00:00, 601288.XSHG, 农业银行, 买, 开, 1900, 4.55, 6.916
2024-08-09 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 200, 29.36, 5.0
2024-08-12 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1500, 5.99, 11.6805
2024-08-12 15:00:00, 600900.XSHG, 长江电力, 买, 开, 300, 29.18, 7.0032
2024-08-12 15:00:00, 000651.XSHE, 格力电器, 买, 开, 200, 40.33, 6.4528
2024-08-13 15:00:00, 600941.XSHG, 中国移动, 买, 开, 100, 100.7, 8.056
2024-08-14 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 2000, 4.72, 12.272
2024-08-14 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1900, 6.02, 9.1504
2024-08-15 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 1900, 4.68, 11.5596
2024-08-16 15:00:00, 601658.XSHG, 邮储银行, 卖, 平, 1700, 4.96, 10.9616
2024-08-16 15:00:00, 600036.XSHG, 招商银行, 卖, 平, 200, 33.15, 8.619
2024-08-16 15:00:00, 601088.XSHG, 中国神华, 卖, 平, 200, 40.53, 10.5378
2024-08-16 15:00:00, 002475.XSHE, 立讯精密, 买, 开, 200, 37.04, 5.9264
2024-08-16 15:00:00, 002714.XSHE, 牧原股份, 买, 开, 100, 42.96, 5.0
2024-08-16 15:00:00, 600309.XSHG, 万华化学, 买, 开, 100, 70.71, 5.6568
2024-08-19 15:00:00, 002475.XSHE, 立讯精密, 卖, 平, 200, 36.72, 9.5472
2024-08-19 15:00:00, 601939.XSHG, 建设银行, 买, 开, 100, 8.05, 5.0
2024-08-19 15:00:00, 600938.XSHG, 中国海油, 买, 开, 300, 29.0, 6.96
2024-08-21 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 200, 31.19, 8.119
2024-08-21 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 400, 6.3, 6.26
2024-08-21 15:00:00, 002714.XSHE, 牧原股份, 卖, 平, 100, 39.42, 6.971
2024-08-22 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 300, 8.22, 6.233
2024-08-22 15:00:00, 601288.XSHG, 农业银行, 买, 开, 1600, 4.91, 6.2848
2024-08-26 15:00:00, 601939.XSHG, 建设银行, 买, 开, 100, 8.24, 5.0
2024-08-30 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 1600, 4.52, 9.4016
2024-08-30 15:00:00, 601288.XSHG, 农业银行, 买, 开, 1800, 4.52, 6.5088
2024-09-02 15:00:00, 600309.XSHG, 万华化学, 卖, 平, 100, 70.84, 9.2092
2024-09-02 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 100, 5.94, 5.297
2024-09-03 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 1800, 4.48, 10.4832
2024-09-03 15:00:00, 601857.XSHG, 中国石油, 买, 开, 900, 8.71, 6.2712
2024-09-03 15:00:00, 601288.XSHG, 农业银行, 买, 开, 1800, 4.48, 6.4512
2024-09-03 15:00:00, 600028.XSHG, 中国石化, 买, 开, 1200, 6.67, 6.4032
2024-09-04 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1400, 5.71, 10.3922
2024-09-04 15:00:00, 600938.XSHG, 中国海油, 卖, 平, 300, 26.75, 10.4325
2024-09-04 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 900, 8.25, 9.6525
2024-09-05 15:00:00, 601857.XSHG, 中国石油, 买, 开, 1000, 8.13, 6.504
2024-09-05 15:00:00, 600938.XSHG, 中国海油, 买, 开, 300, 26.6, 6.384
2024-09-05 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1100, 7.2, 10.296
2024-09-06 15:00:00, 600941.XSHG, 中国移动, 卖, 平, 100, 101.9, 13.247
2024-09-06 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 200, 34.0, 5.44
2024-09-10 15:00:00, 000651.XSHE, 格力电器, 卖, 平, 200, 39.0, 10.14
2024-09-10 15:00:00, 601318.XSHG, 中国平安, 买, 开, 200, 42.66, 6.8256
2024-09-10 15:00:00, 600036.XSHG, 招商银行, 买, 开, 200, 30.19, 5.0
2024-09-10 15:00:00, 601601.XSHG, 中国太保, 买, 开, 200, 29.88, 5.0
2024-09-11 15:00:00, 600941.XSHG, 中国移动, 买, 开, 100, 99.42, 7.9536
2024-09-11 15:00:00, 600028.XSHG, 中国石化, 卖, 平, 1200, 6.3, 9.828
2024-09-12 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 200, 42.6, 11.076
2024-09-12 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1900, 5.54, 8.4208
2024-09-13 15:00:00, 601288.XSHG, 农业银行, 买, 开, 600, 4.44, 5.0
2024-09-19 15:00:00, 601989.XSHG, 中国重工, 买, 开, 1700, 4.86, 6.6096
2024-09-20 15:00:00, 601989.XSHG, 中国重工, 卖, 平, 1700, 4.5, 9.945
2024-09-24 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 2400, 4.8, 14.976
2024-09-24 15:00:00, 600036.XSHG, 招商银行, 卖, 平, 200, 33.13, 8.6138
2024-09-24 15:00:00, 300274.XSHE, 阳光电源, 买, 开, 100, 76.25, 6.1
2024-09-24 15:00:00, 600660.XSHG, 福耀玻璃, 买, 开, 100, 51.22, 5.0
2024-09-24 15:00:00, 603259.XSHG, 药明康德, 买, 开, 200, 42.5, 6.8
2024-09-25 15:00:00, 600900.XSHG, 长江电力, 卖, 平, 300, 28.93, 11.2827
2024-09-25 15:00:00, 601857.XSHG, 中国石油, 买, 开, 500, 8.4, 5.0
2024-09-26 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 1500, 8.39, 16.3605
2024-09-26 15:00:00, 601857.XSHG, 中国石油, 买, 开, 1200, 8.39, 8.0544
2024-10-18 15:00:00, 300274.XSHE, 阳光电源, 卖, 平, 100, 94.5, 12.285
2024-10-18 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 200, 6.32, 5.632
2024-10-18 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1200, 8.31, 7.9776
2024-10-21 15:00:00, 601398.XSHG, 工商银行, 买, 开, 300, 6.16, 5.0
2024-10-22 15:00:00, 600941.XSHG, 中国移动, 卖, 平, 100, 104.38, 13.5694
2024-10-22 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 200, 6.14, 5.614
2024-10-23 15:00:00, 601939.XSHG, 建设银行, 买, 开, 100, 8.14, 5.0
2024-10-24 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1800, 6.16, 14.4144
2024-10-24 15:00:00, 601668.XSHG, 中国建筑, 买, 开, 1700, 6.33, 8.6088
2024-10-24 15:00:00, 002352.XSHE, 顺丰控股, 买, 开, 200, 43.15, 6.904
2024-10-24 15:00:00, 601800.XSHG, 中国交建, 买, 开, 1000, 10.38, 8.304
2024-10-28 15:00:00, 601668.XSHG, 中国建筑, 卖, 平, 1700, 6.14, 13.5694
2024-10-30 15:00:00, 601398.XSHG, 工商银行, 买, 开, 2200, 6.01, 10.5776
2024-11-05 15:00:00, 600660.XSHG, 福耀玻璃, 卖, 平, 100, 58.15, 7.9075
2024-11-05 15:00:00, 000100.XSHE, TCL科技, 买, 开, 1100, 5.29, 5.0
2024-11-12 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1300, 7.85, 13.2665
2024-11-14 15:00:00, 000100.XSHE, TCL科技, 卖, 平, 1100, 4.93, 7.7115
2024-11-18 15:00:00, 603259.XSHG, 药明康德, 卖, 平, 200, 51.62, 13.4212
2024-11-18 15:00:00, 002352.XSHE, 顺丰控股, 卖, 平, 200, 42.32, 11.0032
2024-11-19 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 200, 44.31, 11.5206
2024-11-19 15:00:00, 000333.XSHE, 美的集团, 买, 开, 100, 71.31, 5.7048
2024-11-19 15:00:00, 600690.XSHG, 海尔智家, 买, 开, 200, 28.95, 5.0
2024-11-19 15:00:00, 601766.XSHG, 中国中车, 买, 开, 1000, 8.17, 6.536
2024-11-19 15:00:00, 600104.XSHG, 上汽集团, 买, 开, 500, 16.52, 6.608
2024-11-20 15:00:00, 601166.XSHG, 兴业银行, 买, 开, 700, 18.22, 10.2032
2024-11-21 15:00:00, 601800.XSHG, 中国交建, 卖, 平, 1000, 10.89, 14.157
2024-11-22 15:00:00, 600941.XSHG, 中国移动, 买, 开, 100, 103.4, 8.272
2024-11-28 15:00:00, 000333.XSHE, 美的集团, 卖, 平, 100, 70.19, 9.1247
2024-12-04 15:00:00, 601857.XSHG, 中国石油, 卖, 平, 1200, 8.44, 13.1664
2024-12-04 15:00:00, 601601.XSHG, 中国太保, 卖, 平, 200, 35.03, 9.1078
2024-12-04 15:00:00, 600690.XSHG, 海尔智家, 卖, 平, 200, 29.1, 7.91
2024-12-04 15:00:00, 601766.XSHG, 中国中车, 卖, 平, 1000, 8.2, 10.66
2024-12-04 15:00:00, 601658.XSHG, 邮储银行, 买, 开, 1400, 5.48, 6.1376
2024-12-05 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 900, 6.26, 7.817
2024-12-05 15:00:00, 601288.XSHG, 农业银行, 买, 开, 1600, 4.92, 6.2976
2024-12-05 15:00:00, 601988.XSHG, 中国银行, 买, 开, 1500, 5.08, 6.096
2024-12-06 15:00:00, 601288.XSHG, 农业银行, 买, 开, 600, 4.95, 5.0
2024-12-09 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 200, 5.01, 5.501
2024-12-10 15:00:00, 601857.XSHG, 中国石油, 买, 开, 1200, 8.36, 8.0256
2024-12-12 15:00:00, 600104.XSHG, 上汽集团, 卖, 平, 500, 17.42, 11.323
2024-12-12 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 100, 5.03, 5.2515
2024-12-16 15:00:00, 601166.XSHG, 兴业银行, 卖, 平, 700, 18.22, 16.5802
2024-12-16 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 200, 41.35, 6.616
2024-12-17 15:00:00, 601318.XSHG, 中国平安, 买, 开, 200, 53.01, 8.4816
2024-12-17 15:00:00, 601088.XSHG, 中国神华, 买, 开, 200, 42.8, 6.848
2024-12-23 15:00:00, 601658.XSHG, 邮储银行, 卖, 平, 1400, 5.59, 10.1738
2024-12-23 15:00:00, 601088.XSHG, 中国神华, 卖, 平, 200, 41.78, 10.8628
2024-12-24 15:00:00, 601225.XSHG, 陕西煤业, 买, 开, 400, 23.27, 7.4464
2024-12-24 15:00:00, 601633.XSHG, 长城汽车, 买, 开, 300, 26.96, 6.4704
2024-12-25 15:00:00, 601628.XSHG, 中国人寿, 卖, 平, 200, 42.7, 11.102
2024-12-25 15:00:00, 601633.XSHG, 长城汽车, 卖, 平, 300, 26.73, 10.4247
2024-12-26 15:00:00, 601398.XSHG, 工商银行, 买, 开, 100, 6.93, 5.0
2024-12-30 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1100, 8.8, 7.744
2025-01-03 15:00:00, 601318.XSHG, 中国平安, 卖, 平, 200, 50.3, 13.078
2025-01-06 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 1100, 8.48, 12.1264
2025-01-07 15:00:00, 600941.XSHG, 中国移动, 卖, 平, 100, 111.23, 14.4599
2025-01-07 15:00:00, 601088.XSHG, 中国神华, 买, 开, 200, 41.1, 6.576
2025-01-07 15:00:00, 601816.XSHG, 京沪高铁, 买, 开, 1700, 5.88, 7.9968
2025-01-09 15:00:00, 601225.XSHG, 陕西煤业, 卖, 平, 400, 22.1, 11.492
2025-01-10 15:00:00, 601628.XSHG, 中国人寿, 买, 开, 200, 37.66, 6.0256
2025-01-13 15:00:00, 601288.XSHG, 农业银行, 卖, 平, 1900, 5.03, 12.4241
2025-01-13 15:00:00, 601398.XSHG, 工商银行, 买, 开, 200, 6.6, 5.0
2025-01-13 15:00:00, 600941.XSHG, 中国移动, 买, 开, 100, 108.4, 8.672
2025-01-13 15:00:00, 601939.XSHG, 建设银行, 买, 开, 1300, 8.29, 8.6216
2025-01-13 15:00:00, 601088.XSHG, 中国神华, 卖, 平, 200, 38.89, 10.1114
2025-01-14 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1600, 6.61, 13.7488
2025-01-14 15:00:00, 601988.XSHG, 中国银行, 卖, 平, 1500, 5.43, 10.5885
2025-01-14 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1300, 6.61, 6.8744
2025-01-14 15:00:00, 601939.XSHG, 建设银行, 卖, 平, 100, 8.32, 5.416
2025-01-14 15:00:00, 601288.XSHG, 农业银行, 买, 开, 1800, 5.05, 7.272
2025-01-14 15:00:00, 601988.XSHG, 中国银行, 买, 开, 1600, 5.43, 6.9504
2025-01-15 15:00:00, 601398.XSHG, 工商银行, 卖, 平, 1300, 6.63, 11.2047
2025-01-15 15:00:00, 000333.XSHE, 美的集团, 买, 开, 100, 73.82, 5.9056
2025-01-17 15:00:00, 601288.XSHG, 农业银行, 买, 开, 600, 5.05, 5.0
2025-01-20 15:00:00, 601398.XSHG, 工商银行, 买, 开, 1400, 6.57, 7.3584
2025-01-21 15:00:00, 000333.XSHE, 美的集团, 卖, 平, 100, 74.4, 9.672
