时间,合约代码,合约名称,最新价,多/空,仓位,开仓均价,市值,累计盈亏,保证金,费用
2025-08-25 15:30:00, 601138.XSHG, 工业富联, 48.0, --, 400, 25.94, 19200.0, 8824.0, --, 0
2025-08-25 15:30:00, 601318.XSHG, 中国平安, 61.0, --, 100, 58.21, 6100.0, 279.0, --, 0
2025-08-25 15:30:00, 603259.XSHG, 药明康德, 99.98, --, 100, 93.29, 9998.0, 669.0, --, 0
2025-08-25 15:30:00, 601939.XSHG, 建设银行, 9.19, --, 1200, 9.51, 11028.0, -384.0, --, 0
2025-08-25 15:30:00, 600941.XSHG, 中国移动, 110.09, --, 100, 109.36, 11009.0, 73.0, --, 0
2025-08-25 15:30:00, 601857.XSHG, 中国石油, 8.77, --, 1300, 8.58, 11401.0, 247.0, --, 0
2025-08-25 15:30:00, 600938.XSHG, 中国海油, 25.99, --, 400, 25.57, 10396.0, 168.0, --, 0
2025-08-25 15:30:00, 300059.XSHE, 东方财富, 28.23, --, 400, 27.85, 11292.0, 152.0, --, 0
2025-08-25 15:30:00, 002475.XSHE, 立讯精密, 42.95, --, 100, 42.95, 4295.0, 0, --, 5.0
2025-08-26 15:30:00, 601288.XSHG, 农业银行, 7.28, --, 1700, 5.7337, 12376.0, 2628.7, --, 0
2025-08-26 15:30:00, 601138.XSHG, 工业富联, 45.48, --, 400, 25.94, 18192.0, 7816.0, --, 0
2025-08-26 15:30:00, 601318.XSHG, 中国平安, 60.52, --, 100, 58.21, 6052.0, 231.0, --, 0
2025-08-26 15:30:00, 603259.XSHG, 药明康德, 96.8, --, 100, 93.29, 9680.0, 351.0, --, 0
2025-08-26 15:30:00, 601939.XSHG, 建设银行, 9.15, --, 1200, 9.51, 10980.0, -432.0, --, 0
2025-08-26 15:30:00, 600941.XSHG, 中国移动, 109.62, --, 100, 109.36, 10962.0, 26.0, --, 0
2025-08-26 15:30:00, 601857.XSHG, 中国石油, 8.77, --, 1300, 8.58, 11401.0, 247.0, --, 0
2025-08-26 15:30:00, 300059.XSHE, 东方财富, 27.93, --, 400, 27.85, 11172.0, 32.0, --, 0
2025-08-26 15:30:00, 002475.XSHE, 立讯精密, 45.6, --, 100, 42.95, 4560.0, 265.0, --, 0
2025-08-26 15:30:00, 601398.XSHG, 工商银行, 7.55, --, 1800, 7.55, 13590.0, 0, --, 10.872
2025-08-27 15:30:00, 601288.XSHG, 农业银行, 7.11, --, 1700, 5.7337, 12087.0, 2339.7, --, 0
2025-08-27 15:30:00, 601138.XSHG, 工业富联, 45.72, --, 400, 25.94, 18288.0, 7912.0, --, 0
2025-08-27 15:30:00, 601318.XSHG, 中国平安, 58.69, --, 100, 58.21, 5869.0, 48.0, --, 0
2025-08-27 15:30:00, 603259.XSHG, 药明康德, 95.4, --, 100, 93.29, 9540.0, 211.0, --, 0
2025-08-27 15:30:00, 600941.XSHG, 中国移动, 108.8, --, 100, 109.36, 10880.0, -56.0, --, 0
2025-08-27 15:30:00, 601857.XSHG, 中国石油, 8.63, --, 1300, 8.58, 11219.0, 65.0, --, 0
2025-08-27 15:30:00, 300059.XSHE, 东方财富, 27.21, --, 400, 27.85, 10884.0, -256.0, --, 0
2025-08-27 15:30:00, 002475.XSHE, 立讯精密, 44.98, --, 100, 42.95, 4498.0, 203.0, --, 0
2025-08-27 15:30:00, 601398.XSHG, 工商银行, 7.41, --, 1800, 7.55, 13338.0, -252.0, --, 0
2025-08-28 15:30:00, 601288.XSHG, 农业银行, 7.02, --, 1400, 5.7337, 9828.0, 1800.8118, --, 6.053
2025-08-28 15:30:00, 601138.XSHG, 工业富联, 48.94, --, 400, 25.94, 19576.0, 9200.0, --, 0
2025-08-28 15:30:00, 603259.XSHG, 药明康德, 95.69, --, 100, 93.29, 9569.0, 240.0, --, 0
2025-08-28 15:30:00, 600941.XSHG, 中国移动, 108.97, --, 100, 109.36, 10897.0, -39.0, --, 0
2025-08-28 15:30:00, 300059.XSHE, 东方财富, 27.96, --, 400, 27.85, 11184.0, 44.0, --, 0
2025-08-28 15:30:00, 002475.XSHE, 立讯精密, 46.1, --, 100, 42.95, 4610.0, 315.0, --, 0
2025-08-28 15:30:00, 601398.XSHG, 工商银行, 7.38, --, 1300, 7.55, 9594.0, -221.0, --, 6.845
2025-08-28 15:30:00, 601939.XSHG, 建设银行, 9.03, --, 1000, 9.03, 9030.0, 0, --, 7.224
2025-08-29 15:30:00, 601288.XSHG, 农业银行, 7.02, --, 1700, 5.9607, 11934.0, 1800.8118, --, 5.0
2025-08-29 15:30:00, 601138.XSHG, 工业富联, 53.83, --, 400, 25.94, 21532.0, 11156.0, --, 0
2025-08-29 15:30:00, 603259.XSHG, 药明康德, 103.3, --, 100, 93.29, 10330.0, 1001.0, --, 0
2025-08-29 15:30:00, 600941.XSHG, 中国移动, 109.5, --, 100, 109.36, 10950.0, 14.0, --, 0
2025-08-29 15:30:00, 300059.XSHE, 东方财富, 28.91, --, 400, 27.85, 11564.0, 424.0, --, 0
2025-08-29 15:30:00, 002475.XSHE, 立讯精密, 45.98, --, 100, 42.95, 4598.0, 303.0, --, 0
2025-08-29 15:30:00, 601398.XSHG, 工商银行, 7.43, --, 1300, 7.55, 9659.0, -156.0, --, 0
2025-08-29 15:30:00, 601939.XSHG, 建设银行, 9.0, --, 1000, 9.03, 9000.0, -30.0, --, 0
2025-08-29 15:30:00, 601988.XSHG, 中国银行, 5.52, --, 2200, 5.52, 12144.0, 0, --, 9.7152
2025-09-01 15:30:00, 601288.XSHG, 农业银行, 7.05, --, 1700, 5.9607, 11985.0, 1851.8118, --, 0
2025-09-01 15:30:00, 601138.XSHG, 工业富联, 55.62, --, 400, 25.94, 22248.0, 11872.0, --, 0
2025-09-01 15:30:00, 603259.XSHG, 药明康德, 111.58, --, 100, 93.29, 11158.0, 1829.0, --, 0
2025-09-01 15:30:00, 600941.XSHG, 中国移动, 106.99, --, 100, 106.8575, 10699.0, 13.25, --, 0
2025-09-01 15:30:00, 300059.XSHE, 东方财富, 28.69, --, 400, 27.85, 11476.0, 336.0, --, 0
2025-09-01 15:30:00, 002475.XSHE, 立讯精密, 45.27, --, 100, 42.95, 4527.0, 232.0, --, 0
2025-09-01 15:30:00, 601398.XSHG, 工商银行, 7.38, --, 1300, 7.55, 9594.0, -221.0, --, 0
2025-09-01 15:30:00, 601939.XSHG, 建设银行, 9.04, --, 1000, 9.03, 9040.0, 10.0, --, 0
2025-09-01 15:30:00, 601988.XSHG, 中国银行, 5.52, --, 2200, 5.52, 12144.0, 0, --, 0
2025-09-01 15:30:00, 601628.XSHG, 中国人寿, 40.97, --, 200, 40.97, 8194.0, 0, --, 6.5552
2025-09-02 15:30:00, 601288.XSHG, 农业银行, 7.19, --, 1700, 5.9607, 12223.0, 2089.8118, --, 0
2025-09-02 15:30:00, 601138.XSHG, 工业富联, 53.88, --, 400, 25.94, 21552.0, 11176.0, --, 0
2025-09-02 15:30:00, 603259.XSHG, 药明康德, 112.0, --, 100, 93.29, 11200.0, 1871.0, --, 0
2025-09-02 15:30:00, 600941.XSHG, 中国移动, 107.9, --, 100, 106.8575, 10790.0, 104.25, --, 0
2025-09-02 15:30:00, 300059.XSHE, 东方财富, 27.85, --, 400, 27.85, 11140.0, 0, --, 0
2025-09-02 15:30:00, 002475.XSHE, 立讯精密, 43.8, --, 100, 42.95, 4380.0, 85.0, --, 0
2025-09-02 15:30:00, 601398.XSHG, 工商银行, 7.57, --, 1300, 7.55, 9841.0, 26.0, --, 0
2025-09-02 15:30:00, 601939.XSHG, 建设银行, 9.22, --, 1000, 9.03, 9220.0, 190.0, --, 0
2025-09-02 15:30:00, 601988.XSHG, 中国银行, 5.63, --, 2200, 5.52, 12386.0, 242.0, --, 0
2025-09-02 15:30:00, 601628.XSHG, 中国人寿, 40.93, --, 200, 40.97, 8186.0, -8.0, --, 0
2025-09-03 15:30:00, 601288.XSHG, 农业银行, 7.15, --, 1700, 5.9607, 12155.0, 2021.8118, --, 0
2025-09-03 15:30:00, 601138.XSHG, 工业富联, 54.24, --, 400, 25.94, 21696.0, 11320.0, --, 0
2025-09-03 15:30:00, 603259.XSHG, 药明康德, 110.88, --, 100, 93.29, 11088.0, 1759.0, --, 0
2025-09-03 15:30:00, 600941.XSHG, 中国移动, 107.39, --, 100, 106.8575, 10739.0, 53.25, --, 0
2025-09-03 15:30:00, 300059.XSHE, 东方财富, 26.63, --, 400, 27.85, 10652.0, -488.0, --, 0
2025-09-03 15:30:00, 002475.XSHE, 立讯精密, 43.22, --, 100, 42.95, 4322.0, 27.0, --, 0
2025-09-03 15:30:00, 601398.XSHG, 工商银行, 7.44, --, 1300, 7.55, 9672.0, -143.0, --, 0
2025-09-03 15:30:00, 601939.XSHG, 建设银行, 9.13, --, 1000, 9.03, 9130.0, 100.0, --, 0
2025-09-03 15:30:00, 601988.XSHG, 中国银行, 5.55, --, 2200, 5.52, 12210.0, 66.0, --, 0
2025-09-03 15:30:00, 601628.XSHG, 中国人寿, 39.88, --, 200, 40.97, 7976.0, -218.0, --, 0
2025-09-04 15:30:00, 601288.XSHG, 农业银行, 7.52, --, 1700, 5.9607, 12784.0, 2650.8118, --, 0
2025-09-04 15:30:00, 601138.XSHG, 工业富联, 53.13, --, 400, 25.94, 21252.0, 10876.0, --, 0
2025-09-04 15:30:00, 603259.XSHG, 药明康德, 101.94, --, 100, 93.29, 10194.0, 865.0, --, 0
2025-09-04 15:30:00, 600941.XSHG, 中国移动, 106.75, --, 100, 106.8575, 10675.0, -10.75, --, 0
2025-09-04 15:30:00, 002475.XSHE, 立讯精密, 44.39, --, 100, 42.95, 4439.0, 144.0, --, 0
2025-09-04 15:30:00, 601398.XSHG, 工商银行, 7.54, --, 1300, 7.55, 9802.0, -13.0, --, 0
2025-09-04 15:30:00, 601939.XSHG, 建设银行, 9.2, --, 1000, 9.03, 9200.0, 170.0, --, 0
2025-09-04 15:30:00, 601988.XSHG, 中国银行, 5.62, --, 2200, 5.52, 12364.0, 220.0, --, 0
2025-09-04 15:30:00, 601628.XSHG, 中国人寿, 40.5, --, 200, 40.97, 8100.0, -94.0, --, 0
2025-09-05 15:30:00, 601288.XSHG, 农业银行, 7.3, --, 1700, 5.9607, 12410.0, 2276.8118, --, 0
2025-09-05 15:30:00, 601138.XSHG, 工业富联, 55.83, --, 400, 25.94, 22332.0, 11956.0, --, 0
2025-09-05 15:30:00, 603259.XSHG, 药明康德, 107.4, --, 100, 93.29, 10740.0, 1411.0, --, 0
2025-09-05 15:30:00, 002475.XSHE, 立讯精密, 47.2, --, 100, 42.95, 4720.0, 425.0, --, 0
2025-09-05 15:30:00, 601398.XSHG, 工商银行, 7.44, --, 1300, 7.55, 9672.0, -143.0, --, 0
2025-09-05 15:30:00, 601939.XSHG, 建设银行, 9.05, --, 1000, 9.03, 9050.0, 20.0, --, 0
2025-09-05 15:30:00, 601988.XSHG, 中国银行, 5.52, --, 2200, 5.52, 12144.0, 0, --, 0
2025-09-05 15:30:00, 601628.XSHG, 中国人寿, 40.03, --, 200, 40.97, 8006.0, -188.0, --, 0
2025-09-08 15:30:00, 601288.XSHG, 农业银行, 7.26, --, 1700, 5.9607, 12342.0, 2208.8118, --, 0
2025-09-08 15:30:00, 601138.XSHG, 工业富联, 51.4, --, 300, 25.94, 15420.0, 7638.0, --, 7.57
2025-09-08 15:30:00, 603259.XSHG, 药明康德, 110.6, --, 100, 93.29, 11060.0, 1731.0, --, 0
2025-09-08 15:30:00, 002475.XSHE, 立讯精密, 49.75, --, 100, 42.95, 4975.0, 680.0, --, 0
2025-09-08 15:30:00, 601398.XSHG, 工商银行, 7.4, --, 1300, 7.55, 9620.0, -195.0, --, 0
2025-09-08 15:30:00, 601939.XSHG, 建设银行, 9.0, --, 1000, 9.03, 9000.0, -30.0, --, 0
2025-09-08 15:30:00, 601988.XSHG, 中国银行, 5.47, --, 2200, 5.52, 12034.0, -110.0, --, 0
2025-09-08 15:30:00, 601628.XSHG, 中国人寿, 39.68, --, 200, 40.97, 7936.0, -258.0, --, 0
2025-09-08 15:30:00, 601899.XSHG, 紫金矿业, 24.64, --, 400, 24.64, 9856.0, 0, --, 7.8848
2025-09-09 15:30:00, 601288.XSHG, 农业银行, 7.31, --, 1700, 5.9607, 12427.0, 2293.8118, --, 0
2025-09-09 15:30:00, 601138.XSHG, 工业富联, 48.79, --, 300, 25.94, 14637.0, 6855.0, --, 0
2025-09-09 15:30:00, 603259.XSHG, 药明康德, 106.37, --, 100, 93.29, 10637.0, 1308.0, --, 0
2025-09-09 15:30:00, 002475.XSHE, 立讯精密, 47.71, --, 100, 42.95, 4771.0, 476.0, --, 0
2025-09-09 15:30:00, 601398.XSHG, 工商银行, 7.43, --, 2500, 7.4924, 18575.0, -156.0, --, 7.1328
2025-09-09 15:30:00, 601939.XSHG, 建设银行, 9.01, --, 1000, 9.03, 9010.0, -20.0, --, 0
2025-09-09 15:30:00, 601988.XSHG, 中国银行, 5.48, --, 2200, 5.52, 12056.0, -88.0, --, 0
2025-09-09 15:30:00, 601628.XSHG, 中国人寿, 39.71, --, 200, 40.97, 7942.0, -252.0, --, 0
2025-09-09 15:30:00, 601899.XSHG, 紫金矿业, 25.19, --, 400, 24.64, 10076.0, 220.0, --, 0
2025-09-10 15:30:00, 601288.XSHG, 农业银行, 7.29, --, 1500, 5.9607, 10935.0, 1993.9516, --, 5.729
2025-09-10 15:30:00, 601138.XSHG, 工业富联, 53.67, --, 300, 25.94, 16101.0, 8319.0, --, 0
2025-09-10 15:30:00, 603259.XSHG, 药明康德, 107.23, --, 100, 93.29, 10723.0, 1394.0, --, 0
2025-09-10 15:30:00, 002475.XSHE, 立讯精密, 48.09, --, 100, 42.95, 4809.0, 514.0, --, 0
2025-09-10 15:30:00, 601398.XSHG, 工商银行, 7.47, --, 2500, 7.4924, 18675.0, -56.0, --, 0
2025-09-10 15:30:00, 601939.XSHG, 建设银行, 9.15, --, 1000, 9.03, 9150.0, 120.0, --, 0
2025-09-10 15:30:00, 601988.XSHG, 中国银行, 5.49, --, 2200, 5.52, 12078.0, -66.0, --, 0
2025-09-10 15:30:00, 601628.XSHG, 中国人寿, 39.46, --, 200, 40.97, 7892.0, -302.0, --, 0
2025-09-10 15:30:00, 601899.XSHG, 紫金矿业, 25.18, --, 400, 24.64, 10072.0, 216.0, --, 0
2025-09-11 15:30:00, 601288.XSHG, 农业银行, 7.28, --, 1500, 5.9607, 10920.0, 1978.9516, --, 0
2025-09-11 15:30:00, 601138.XSHG, 工业富联, 59.04, --, 300, 25.94, 17712.0, 9930.0, --, 0
2025-09-11 15:30:00, 002475.XSHE, 立讯精密, 52.9, --, 100, 42.95, 5290.0, 995.0, --, 0
2025-09-11 15:30:00, 601398.XSHG, 工商银行, 7.51, --, 2500, 7.4924, 18775.0, 44.0, --, 0
2025-09-11 15:30:00, 601939.XSHG, 建设银行, 9.16, --, 1000, 9.03, 9160.0, 130.0, --, 0
2025-09-11 15:30:00, 601988.XSHG, 中国银行, 5.5, --, 2200, 5.52, 12100.0, -44.0, --, 0
2025-09-11 15:30:00, 601628.XSHG, 中国人寿, 39.66, --, 200, 40.97, 7932.0, -262.0, --, 0
2025-09-11 15:30:00, 601899.XSHG, 紫金矿业, 25.71, --, 400, 24.64, 10284.0, 428.0, --, 0
2025-09-11 15:30:00, 601857.XSHG, 中国石油, 8.73, --, 1200, 8.73, 10476.0, 0, --, 8.3808
2025-09-12 15:30:00, 601288.XSHG, 农业银行, 7.24, --, 1800, 6.1739, 13032.0, 1918.9516, --, 5.0
2025-09-12 15:30:00, 601138.XSHG, 工业富联, 61.9, --, 300, 25.94, 18570.0, 10788.0, --, 0
2025-09-12 15:30:00, 002475.XSHE, 立讯精密, 52.71, --, 100, 42.95, 5271.0, 976.0, --, 0
2025-09-12 15:30:00, 601398.XSHG, 工商银行, 7.48, --, 1800, 7.48, 13464.0, 0, --, 35.0812
2025-09-12 15:30:00, 601939.XSHG, 建设银行, 9.12, --, 1400, 9.0557, 12768.0, 90.0, --, 5.0
2025-09-12 15:30:00, 601988.XSHG, 中国银行, 5.48, --, 2200, 5.52, 12056.0, -88.0, --, 0
2025-09-12 15:30:00, 601628.XSHG, 中国人寿, 39.22, --, 200, 40.97, 7844.0, -350.0, --, 0
2025-09-12 15:30:00, 601899.XSHG, 紫金矿业, 25.65, --, 400, 24.64, 10260.0, 404.0, --, 0
2025-09-15 15:30:00, 601288.XSHG, 农业银行, 7.16, --, 1500, 6.1739, 10740.0, 1479.1263, --, 6.074
2025-09-15 15:30:00, 601138.XSHG, 工业富联, 59.9, --, 300, 25.94, 17970.0, 10188.0, --, 0
2025-09-15 15:30:00, 002475.XSHE, 立讯精密, 52.74, --, 100, 42.95, 5274.0, 979.0, --, 0
2025-09-15 15:30:00, 601398.XSHG, 工商银行, 7.43, --, 1500, 7.48, 11145.0, -75.0, --, 6.1145
2025-09-15 15:30:00, 601939.XSHG, 建设银行, 9.04, --, 1400, 9.0557, 12656.0, -22.0, --, 0
2025-09-15 15:30:00, 601988.XSHG, 中国银行, 5.46, --, 2200, 5.52, 12012.0, -132.0, --, 0
2025-09-15 15:30:00, 601899.XSHG, 紫金矿业, 25.5, --, 400, 24.64, 10200.0, 344.0, --, 0
2025-09-16 15:30:00, 601288.XSHG, 农业银行, 7.04, --, 1500, 7.04, 10560.0, 0, --, 22.176
2025-09-16 15:30:00, 601138.XSHG, 工业富联, 59.73, --, 300, 25.94, 17919.0, 10137.0, --, 0
2025-09-16 15:30:00, 002475.XSHE, 立讯精密, 52.39, --, 100, 42.95, 5239.0, 944.0, --, 0
2025-09-16 15:30:00, 601398.XSHG, 工商银行, 7.45, --, 1500, 7.48, 11175.0, -45.0, --, 0
2025-09-16 15:30:00, 601939.XSHG, 建设银行, 9.01, --, 1300, 9.0557, 11713.0, -59.4286, --, 5.4505
2025-09-16 15:30:00, 601988.XSHG, 中国银行, 5.41, --, 2200, 5.52, 11902.0, -242.0, --, 0
2025-09-16 15:30:00, 601899.XSHG, 紫金矿业, 25.32, --, 400, 24.64, 10128.0, 272.0, --, 0
2025-09-16 15:30:00, 600941.XSHG, 中国移动, 107.0, --, 100, 107.0, 10700.0, 0, --, 8.56
2025-09-17 15:30:00, 601288.XSHG, 农业银行, 6.96, --, 1600, 7.035, 11136.0, -120.0, --, 5.0
2025-09-17 15:30:00, 601138.XSHG, 工业富联, 61.12, --, 300, 25.94, 18336.0, 10554.0, --, 0
2025-09-17 15:30:00, 002475.XSHE, 立讯精密, 52.01, --, 100, 42.95, 5201.0, 906.0, --, 0
2025-09-17 15:30:00, 601398.XSHG, 工商银行, 7.46, --, 1500, 7.48, 11190.0, -30.0, --, 0
2025-09-17 15:30:00, 601939.XSHG, 建设银行, 9.0, --, 1300, 9.0557, 11700.0, -72.4286, --, 0
2025-09-17 15:30:00, 601988.XSHG, 中国银行, 5.4, --, 2200, 5.52, 11880.0, -264.0, --, 0
2025-09-17 15:30:00, 601899.XSHG, 紫金矿业, 25.07, --, 400, 24.64, 10028.0, 172.0, --, 0
2025-09-17 15:30:00, 600941.XSHG, 中国移动, 106.74, --, 100, 106.74, 10674.0, 0, --, 22.4154
2025-09-18 15:30:00, 601288.XSHG, 农业银行, 6.77, --, 1600, 7.035, 10832.0, -424.0, --, 0
2025-09-18 15:30:00, 601138.XSHG, 工业富联, 64.36, --, 300, 25.94, 19308.0, 11526.0, --, 0
2025-09-18 15:30:00, 002475.XSHE, 立讯精密, 53.11, --, 100, 42.95, 5311.0, 1016.0, --, 0
2025-09-18 15:30:00, 601398.XSHG, 工商银行, 7.29, --, 1500, 7.48, 10935.0, -285.0, --, 0
2025-09-18 15:30:00, 601939.XSHG, 建设银行, 8.77, --, 1300, 9.0557, 11401.0, -371.4286, --, 0
2025-09-18 15:30:00, 601988.XSHG, 中国银行, 5.3, --, 2200, 5.52, 11660.0, -484.0, --, 0
2025-09-18 15:30:00, 601899.XSHG, 紫金矿业, 24.42, --, 400, 24.64, 9768.0, -88.0, --, 0
2025-09-18 15:30:00, 600941.XSHG, 中国移动, 104.94, --, 100, 106.74, 10494.0, -180.0, --, 0
2025-09-19 15:30:00, 601288.XSHG, 农业银行, 6.65, --, 100, 7.0124, 665.0, -36.2353, --, 18.832
2025-09-19 15:30:00, 601138.XSHG, 工业富联, 66.1, --, 300, 25.94, 19830.0, 12048.0, --, 0
2025-09-19 15:30:00, 002475.XSHE, 立讯精密, 55.41, --, 100, 42.95, 5541.0, 1246.0, --, 0
2025-09-19 15:30:00, 601398.XSHG, 工商银行, 7.2, --, 1500, 7.48, 10800.0, -420.0, --, 0
2025-09-19 15:30:00, 601939.XSHG, 建设银行, 8.88, --, 1300, 9.0557, 11544.0, -228.4286, --, 0
2025-09-19 15:30:00, 601988.XSHG, 中国银行, 5.29, --, 2200, 5.52, 11638.0, -506.0, --, 0
2025-09-19 15:30:00, 601899.XSHG, 紫金矿业, 25.02, --, 400, 24.64, 10008.0, 152.0, --, 0
2025-09-19 15:30:00, 600941.XSHG, 中国移动, 105.44, --, 100, 106.74, 10544.0, -130.0, --, 0
2025-09-22 15:30:00, 601288.XSHG, 农业银行, 6.49, --, 2500, 6.5109, 16225.0, -52.2353, --, 12.4608
2025-09-22 15:30:00, 601138.XSHG, 工业富联, 70.5, --, 300, 25.94, 21150.0, 13368.0, --, 0
2025-09-22 15:30:00, 002475.XSHE, 立讯精密, 60.95, --, 100, 42.95, 6095.0, 1800.0, --, 0
2025-09-22 15:30:00, 601398.XSHG, 工商银行, 7.18, --, 1500, 7.48, 10770.0, -450.0, --, 0
2025-09-22 15:30:00, 601939.XSHG, 建设银行, 8.59, --, 1900, 8.9086, 16321.0, -605.4286, --, 5.0
2025-09-22 15:30:00, 601899.XSHG, 紫金矿业, 25.37, --, 400, 24.64, 10148.0, 292.0, --, 0
2025-09-22 15:30:00, 600941.XSHG, 中国移动, 104.98, --, 100, 106.74, 10498.0, -176.0, --, 0
2025-09-23 15:30:00, 601288.XSHG, 农业银行, 6.65, --, 2500, 6.5109, 16625.0, 347.7647, --, 0
2025-09-23 15:30:00, 601138.XSHG, 工业富联, 70.87, --, 200, 25.94, 14174.0, 8986.0, --, 9.2131
2025-09-23 15:30:00, 002475.XSHE, 立讯精密, 65.7, --, 100, 42.95, 6570.0, 2275.0, --, 0
2025-09-23 15:30:00, 601398.XSHG, 工商银行, 7.4, --, 1500, 7.48, 11100.0, -120.0, --, 0
2025-09-23 15:30:00, 601939.XSHG, 建设银行, 8.85, --, 1900, 8.9086, 16815.0, -111.4286, --, 0
2025-09-23 15:30:00, 601899.XSHG, 紫金矿业, 25.82, --, 400, 24.64, 10328.0, 472.0, --, 0
2025-09-23 15:30:00, 600941.XSHG, 中国移动, 106.17, --, 100, 106.74, 10617.0, -57.0, --, 0
2025-09-23 15:30:00, 600938.XSHG, 中国海油, 26.11, --, 300, 26.11, 7833.0, 0, --, 6.2664
2025-09-24 15:30:00, 601288.XSHG, 农业银行, 6.57, --, 2500, 6.5109, 16425.0, 147.7647, --, 0
2025-09-24 15:30:00, 601138.XSHG, 工业富联, 68.63, --, 200, 25.94, 13726.0, 8538.0, --, 0
2025-09-24 15:30:00, 002475.XSHE, 立讯精密, 70.2, --, 100, 42.95, 7020.0, 2725.0, --, 0
2025-09-24 15:30:00, 601398.XSHG, 工商银行, 7.47, --, 1500, 7.48, 11205.0, -15.0, --, 0
2025-09-24 15:30:00, 601939.XSHG, 建设银行, 8.75, --, 1900, 8.9086, 16625.0, -301.4286, --, 0
2025-09-24 15:30:00, 601899.XSHG, 紫金矿业, 25.93, --, 400, 24.64, 10372.0, 516.0, --, 0
2025-09-24 15:30:00, 600941.XSHG, 中国移动, 106.52, --, 100, 106.74, 10652.0, -22.0, --, 0
2025-09-24 15:30:00, 600938.XSHG, 中国海油, 26.33, --, 300, 26.11, 7899.0, 66.0, --, 0
2025-09-24 15:30:00, 002594.XSHE, 比亚迪, 105.71, --, 100, 105.71, 10571.0, 0, --, 8.4568
2025-09-25 15:30:00, 601288.XSHG, 农业银行, 6.61, --, 2500, 6.5109, 16525.0, 247.7647, --, 0
2025-09-25 15:30:00, 601138.XSHG, 工业富联, 68.46, --, 200, 25.94, 13692.0, 8504.0, --, 0
2025-09-25 15:30:00, 002475.XSHE, 立讯精密, 68.74, --, 100, 42.95, 6874.0, 2579.0, --, 0
2025-09-25 15:30:00, 601398.XSHG, 工商银行, 7.38, --, 1500, 7.48, 11070.0, -150.0, --, 0
2025-09-25 15:30:00, 601939.XSHG, 建设银行, 8.73, --, 1900, 8.9086, 16587.0, -339.4286, --, 0
2025-09-25 15:30:00, 601899.XSHG, 紫金矿业, 27.27, --, 400, 24.64, 10908.0, 1052.0, --, 0
2025-09-25 15:30:00, 600941.XSHG, 中国移动, 106.0, --, 100, 106.74, 10600.0, -74.0, --, 0
2025-09-25 15:30:00, 600938.XSHG, 中国海油, 26.6, --, 300, 26.11, 7980.0, 147.0, --, 0
2025-09-25 15:30:00, 002594.XSHE, 比亚迪, 107.5, --, 100, 105.71, 10750.0, 179.0, --, 0
2025-09-26 15:30:00, 601288.XSHG, 农业银行, 6.62, --, 2500, 6.5109, 16550.0, 272.7647, --, 0
2025-09-26 15:30:00, 601138.XSHG, 工业富联, 64.87, --, 200, 25.94, 12974.0, 7786.0, --, 0
2025-09-26 15:30:00, 002475.XSHE, 立讯精密, 64.25, --, 100, 42.95, 6425.0, 2130.0, --, 0
2025-09-26 15:30:00, 601398.XSHG, 工商银行, 7.41, --, 1500, 7.48, 11115.0, -105.0, --, 0
2025-09-26 15:30:00, 601939.XSHG, 建设银行, 8.66, --, 1900, 8.9086, 16454.0, -472.4286, --, 0
2025-09-26 15:30:00, 601899.XSHG, 紫金矿业, 27.4, --, 400, 24.64, 10960.0, 1104.0, --, 0
2025-09-26 15:30:00, 600941.XSHG, 中国移动, 105.8, --, 100, 106.74, 10580.0, -94.0, --, 0
2025-09-26 15:30:00, 600938.XSHG, 中国海油, 26.5, --, 300, 26.11, 7950.0, 117.0, --, 0
2025-09-26 15:30:00, 002594.XSHE, 比亚迪, 107.29, --, 100, 105.71, 10729.0, 158.0, --, 0
2025-09-29 15:30:00, 601288.XSHG, 农业银行, 6.62, --, 2500, 6.5109, 16550.0, 272.7647, --, 0
2025-09-29 15:30:00, 601138.XSHG, 工业富联, 66.58, --, 200, 25.94, 13316.0, 8128.0, --, 0
2025-09-29 15:30:00, 002475.XSHE, 立讯精密, 64.8, --, 100, 42.95, 6480.0, 2185.0, --, 0
2025-09-29 15:30:00, 601398.XSHG, 工商银行, 7.33, --, 1500, 7.48, 10995.0, -225.0, --, 0
2025-09-29 15:30:00, 601939.XSHG, 建设银行, 8.6, --, 1900, 8.9086, 16340.0, -586.4286, --, 0
2025-09-29 15:30:00, 601899.XSHG, 紫金矿业, 28.77, --, 400, 24.64, 11508.0, 1652.0, --, 0
2025-09-29 15:30:00, 600941.XSHG, 中国移动, 105.28, --, 100, 106.74, 10528.0, -146.0, --, 0
2025-09-29 15:30:00, 600938.XSHG, 中国海油, 26.4, --, 400, 26.1825, 10560.0, 87.0, --, 5.0
2025-09-30 15:30:00, 601288.XSHG, 农业银行, 6.67, --, 2500, 6.5109, 16675.0, 397.7647, --, 0
2025-09-30 15:30:00, 601138.XSHG, 工业富联, 66.01, --, 200, 25.94, 13202.0, 8014.0, --, 0
2025-09-30 15:30:00, 002475.XSHE, 立讯精密, 64.69, --, 100, 42.95, 6469.0, 2174.0, --, 0
2025-09-30 15:30:00, 601398.XSHG, 工商银行, 7.3, --, 1500, 7.48, 10950.0, -270.0, --, 0
2025-09-30 15:30:00, 601939.XSHG, 建设银行, 8.61, --, 1200, 8.9086, 10332.0, -358.3759, --, 8.0135
